1.GeneID,transcript_name,gene_ids,genes_names
ENSMUST00000170872.2,Thbs2-201,ENSMUSG00000023885,Thbs2
ENSMUST00000025760.12,Chka-201,ENSMUSG00000024843,Chka
ENSMUST00000141485.1,Gm15234-201,ENSMUSG00000085250,Gm15234
ENSMUST00000164064.1,Gm6133-201,ENSMUSG00000090451,Gm6133
ENSMUST00000063750.7,Rarb-201,ENSMUSG00000017491,Rarb
ENSMUST00000029433.8,Ptpn22-201,ENSMUSG00000027843,Ptpn22
ENSMUST00000207756.1,Gm44697-201,ENSMUSG00000108959,Gm44697
ENSMUST00000204323.1,Gm44243-201,ENSMUSG00000107997,Gm44243
ENSMUST00000150203.1,Gm11210-201,ENSMUSG00000085223,Gm11210
ENSMUST00000113641.3,Kat5-201,ENSMUSG00000024926,Kat5
ENSMUST00000159414.1,Filip1l-202,ENSMUSG00000043336,Filip1l
ENSMUST00000064257.5,Tchh-201,ENSMUSG00000052415,Tchh
ENSMUST00000056136.3,Kcnj10-201,ENSMUSG00000044708,Kcnj10
ENSMUST00000181305.2,1700040D17Rik-201,ENSMUSG00000097515,1700040D17Rik
ENSMUST00000163705.2,Mfsd4b1-201,ENSMUSG00000038522,Mfsd4b1
ENSMUST00000231640.1,Gm49745-201,ENSMUSG00000116604,
ENSMUST00000030408.11,Mfsd2a-201,ENSMUSG00000028655,Mfsd2a
ENSMUST00000100335.9,Mrc2-202,ENSMUSG00000020695,Mrc2
ENSMUST00000184549.1,Mir6358-201,ENSMUSG00000098276,Mir6358
ENSMUST00000103960.1,Gm22935-201,ENSMUSG00000077148,Gm22935
ENSMUST00000083407.1,Gm25579-201,ENSMUSG00000065341,Gm25579
ENSMUST00000177547.1,Gm20036-201,ENSMUSG00000093579,Gm20036
ENSMUST00000198622.1,Gm43205-201,ENSMUSG00000105419,Gm43205
ENSMUST00000220440.1,Gstt2-208,ENSMUSG00000033318,Gstt2
ENSMUST00000213573.1,Gm47140-201,ENSMUSG00000111325,Gm47140
ENSMUST00000191735.5,Gm20743-201,ENSMUSG00000104117,Gm20743
ENSMUST00000044804.7,Cdsn-201,ENSMUSG00000039518,Cdsn
ENSMUST00000133752.1,4930512H18Rik-201,ENSMUSG00000086866,4930512H18Rik
ENSMUST00000204081.1,Gm10069-203,ENSMUSG00000059659,Gm10069
ENSMUST00000022595.7,Rgcc-201,ENSMUSG00000022018,Rgcc
ENSMUST00000130085.1,C230012O17Rik-201,ENSMUSG00000046219,C230012O17Rik
ENSMUST00000109100.1,Fam186b-201,ENSMUSG00000078907,Fam186b
ENSMUST00000023161.7,Srl-201,ENSMUSG00000022519,Srl
ENSMUST00000033136.8,Bag3-201,ENSMUSG00000030847,Bag3
ENSMUST00000199123.1,Gm43138-201,ENSMUSG00000104720,Gm43138
ENSMUST00000115870.8,Epc1-203,ENSMUSG00000024240,Epc1
ENSMUST00000180839.2,Gm17276-201,ENSMUSG00000097305,Gm17276
ENSMUST00000119973.2,Xkr6-201,ENSMUSG00000035067,Xkr6
ENSMUST00000238256.1,4930519P11Rik-202,ENSMUSG00000097602,4930519P11Rik
ENSMUST00000039559.8,Thbs1-201,ENSMUSG00000040152,Thbs1
ENSMUST00000086084.1,Tnfsf18-201,ENSMUSG00000066755,Tnfsf18
ENSMUST00000035196.13,Hemk1-201,ENSMUSG00000032579,Hemk1
ENSMUST00000220607.1,Cinp-202,ENSMUSG00000021276,Cinp
ENSMUST00000216894.1,Gm39383-201,ENSMUSG00000111839,Gm39383
ENSMUST00000113041.8,Pwwp3b-201,ENSMUSG00000042515,Mum1l1
ENSMUST00000112501.8,Tank-204,ENSMUSG00000064289,Tank
ENSMUST00000059775.14,Tgif1-201,ENSMUSG00000047407,Tgif1
ENSMUST00000219979.1,Gm867-202,ENSMUSG00000050157,Gm867
ENSMUST00000220010.1,A330049N07Rik-203,ENSMUSG00000111994,A330049N07Rik
ENSMUST00000209951.1,Gm36445-203,ENSMUSG00000110393,Gm36445
ENSMUST00000129740.2,Gm15834-201,ENSMUSG00000085054,Gm15834
ENSMUST00000196925.1,Gm43759-201,ENSMUSG00000105368,Gm43759
ENSMUST00000056708.3,Kcnv2-201,ENSMUSG00000047298,Kcnv2
ENSMUST00000211623.1,Eid3-201,ENSMUSG00000109864,Eid3
ENSMUST00000168841.2,Ccr2-203,ENSMUSG00000049103,Ccr2
ENSMUST00000090381.10,Exoc4-202,ENSMUSG00000029763,Exoc4
ENSMUST00000229079.1,Gm49449-201,ENSMUSG00000116494,AC161165.5
ENSMUST00000211086.1,Gm45311-201,ENSMUSG00000110316,Gm45311
ENSMUST00000219031.1,Gm48532-201,ENSMUSG00000112020,Gm48532
ENSMUST00000174021.7,Pla2g6-210,ENSMUSG00000042632,Pla2g6
ENSMUST00000201604.1,Gm42788-201,ENSMUSG00000107388,Gm42788
ENSMUST00000194537.1,Gm38319-201,ENSMUSG00000102982,Gm38319
ENSMUST00000070690.7,Ptafr-201,ENSMUSG00000056529,Ptafr
ENSMUST00000069837.3,Slit3-201,ENSMUSG00000056427,Slit3
ENSMUST00000023779.7,Nr4a1-201,ENSMUSG00000023034,Nr4a1
ENSMUST00000213921.1,Gm47604-201,ENSMUSG00000110946,Gm47604
ENSMUST00000008024.6,Arid1a-201,ENSMUSG00000007880,Arid1a
ENSMUST00000167110.7,Nfe2l1-210,ENSMUSG00000038615,Nfe2l1
ENSMUST00000014578.6,Plg-201,ENSMUSG00000059481,Plg
ENSMUST00000180429.2,Gm26670-201,ENSMUSG00000097416,Gm26670
ENSMUST00000026381.6,Padi4-201,ENSMUSG00000025330,Padi4
ENSMUST00000000299.13,Itgb2-201,ENSMUSG00000000290,Itgb2
ENSMUST00000072948.10,Acox1-202,ENSMUSG00000020777,Acox1
ENSMUST00000107099.7,Bola1-202,ENSMUSG00000015943,Bola1
ENSMUST00000101004.8,Per1-202,ENSMUSG00000020893,Per1
ENSMUST00000054395.6,Gm9817-201,ENSMUSG00000047061,Gm9817
ENSMUST00000161241.7,Usf1-208,ENSMUSG00000026641,Usf1
ENSMUST00000160236.7,Spef2-204,ENSMUSG00000072663,Spef2
ENSMUST00000181109.2,Gm27042-201,ENSMUSG00000097792,Gm27042
ENSMUST00000210810.1,Letm2-209,ENSMUSG00000037363,Letm2
ENSMUST00000194203.1,Gm10513-201,ENSMUSG00000104466,Gm10513
ENSMUST00000027404.11,Ptprn-201,ENSMUSG00000026204,Ptprn
ENSMUST00000037353.9,Eda2r-201,ENSMUSG00000034457,Eda2r
ENSMUST00000026208.5,Abcc2-201,ENSMUSG00000025194,Abcc2
ENSMUST00000193617.1,Gm38140-201,ENSMUSG00000102380,Gm38140
ENSMUST00000071533.12,Dach1-202,ENSMUSG00000055639,Dach1
ENSMUST00000236811.1,Gm28578-210,ENSMUSG00000100417,Gm28578
ENSMUST00000137373.1,Gm16174-201,ENSMUSG00000087593,Gm16174
ENSMUST00000208236.1,Gm26708-203,ENSMUSG00000097016,Gm26708
ENSMUST00000194021.1,Gm37820-201,ENSMUSG00000104187,Gm37820
ENSMUST00000203261.2,Smim4-204,ENSMUSG00000058351,Smim4
ENSMUST00000038447.5,Efhc1-201,ENSMUSG00000041809,Efhc1
ENSMUST00000070219.8,Pard6g-201,ENSMUSG00000056214,Pard6g
ENSMUST00000211342.1,Gm45355-201,ENSMUSG00000109959,Gm45355
ENSMUST00000026190.13,Loxl4-201,ENSMUSG00000025185,Loxl4
ENSMUST00000007449.8,Akr1b7-201,ENSMUSG00000052131,Akr1b7
ENSMUST00000122450.7,B230307C23Rik-202,ENSMUSG00000080717,B230307C23Rik
ENSMUST00000225097.1,Gm48500-202,ENSMUSG00000114566,Gm48500
ENSMUST00000026121.2,Ppp1r27-201,ENSMUSG00000025129,Ppp1r27
ENSMUST00000202329.1,Gm43748-201,ENSMUSG00000106707,Gm43748
ENSMUST00000105588.7,Esr1-202,ENSMUSG00000019768,Esr1
ENSMUST00000022722.6,Acod1-201,ENSMUSG00000022126,Acod1
ENSMUST00000230828.1,Pmm2-207,ENSMUSG00000022711,Pmm2
ENSMUST00000205558.1,Gm45059-201,ENSMUSG00000108536,Gm45059
ENSMUST00000197549.2,Kif19b-201,ENSMUSG00000106350,Gm4869
ENSMUST00000071982.6,Bmper-201,ENSMUSG00000031963,Bmper
ENSMUST00000113069.8,Slc25a53-202,ENSMUSG00000044348,Slc25a53
ENSMUST00000186238.1,Gm19325-201,ENSMUSG00000101365,Gm19325
ENSMUST00000082493.1,Gm22748-201,ENSMUSG00000064427,Gm22748
ENSMUST00000211447.1,Gm45745-201,ENSMUSG00000109684,Gm45745
ENSMUST00000112751.1,Bcl2-201,ENSMUSG00000057329,Bcl2
ENSMUST00000149623.7,Xbp1-204,ENSMUSG00000020484,Xbp1
ENSMUST00000106097.8,Tmem35b-202,ENSMUSG00000070737,Tmem35b
ENSMUST00000031713.8,Slc13a1-201,ENSMUSG00000029700,Slc13a1
ENSMUST00000188296.6,Gm11696-203,ENSMUSG00000056687,Gm11696
ENSMUST00000106736.2,Lrif1-203,ENSMUSG00000056260,Lrif1
ENSMUST00000141199.7,Gm16325-201,ENSMUSG00000085810,Gm16325
ENSMUST00000028909.4,Snx5-201,ENSMUSG00000027423,Snx5
ENSMUST00000088386.7,Slc15a1-201,ENSMUSG00000025557,Slc15a1
ENSMUST00000231051.1,Gm41409-201,ENSMUSG00000115961,AC139347.1
ENSMUST00000236219.1,1700086O06Rik-206,ENSMUSG00000097080,1700086O06Rik
ENSMUST00000036732.8,BC016579-201,ENSMUSG00000033187,BC016579
ENSMUST00000215009.2,Olfr461-202,ENSMUSG00000068259,Olfr461
ENSMUST00000178614.2,Odaph-201,ENSMUSG00000096035,Odaph
ENSMUST00000217378.1,Gm40621-202,ENSMUSG00000111646,Gm40621
ENSMUST00000039088.8,Tex19.1-201,ENSMUSG00000039329,Tex19.1
ENSMUST00000069936.7,Impg2-202,ENSMUSG00000035270,Impg2
ENSMUST00000142019.1,Gm16188-201,ENSMUSG00000085368,Gm16188
ENSMUST00000082712.1,Gm23300-201,ENSMUSG00000064646,Gm23300
ENSMUST00000235048.1,4833419F23Rik-202,ENSMUSG00000117401,
ENSMUST00000101588.1,Ccdc160-201,ENSMUSG00000073207,Ccdc160
ENSMUST00000233258.1,Rab31-202,ENSMUSG00000056515,Rab31
ENSMUST00000106756.8,Cyb5rl-202,ENSMUSG00000028621,Cyb5rl
ENSMUST00000100013.8,Atp13a3-202,ENSMUSG00000022533,Atp13a3
ENSMUST00000172815.3,Gm19345-201,ENSMUSG00000092216,Gm19345
ENSMUST00000095319.9,Amn1-201,ENSMUSG00000068250,Amn1
ENSMUST00000236750.1,Gm36913-201,ENSMUSG00000118008,
ENSMUST00000099073.2,Ripor3-201,ENSMUSG00000074577,Ripor3
ENSMUST00000209836.1,Gm45606-201,ENSMUSG00000109715,Gm45606
ENSMUST00000143346.7,A730036I17Rik-201,ENSMUSG00000056738,A730036I17Rik
ENSMUST00000064795.5,Egr1-201,ENSMUSG00000038418,Egr1
ENSMUST00000151913.2,Rfx8-202,ENSMUSG00000057173,Rfx8
ENSMUST00000165208.3,Mybpc2-201,ENSMUSG00000038670,Mybpc2
ENSMUST00000165341.4,Otogl-201,ENSMUSG00000091455,Otogl
ENSMUST00000041133.9,Fam110c-201,ENSMUSG00000036136,Fam110c
ENSMUST00000001583.7,Ell2-201,ENSMUSG00000001542,Ell2
ENSMUST00000177896.7,Rab10os-202,ENSMUSG00000079179,Rab10os
ENSMUST00000105813.7,Mul1-202,ENSMUSG00000041241,Mul1
ENSMUST00000149413.1,9530046B11Rik-201,ENSMUSG00000086047,9530046B11Rik
ENSMUST00000101181.4,Gm10439-201,ENSMUSG00000072923,Gm10439
ENSMUST00000053253.9,Vmn2r13-201,ENSMUSG00000091635,Vmn2r13
ENSMUST00000222522.1,Gm19792-201,ENSMUSG00000113495,Gm19792
ENSMUST00000181688.1,4930432B10Rik-202,ENSMUSG00000097007,4930432B10Rik
ENSMUST00000080797.7,Cdh3-201,ENSMUSG00000061048,Cdh3
ENSMUST00000093911.10,Myo15b-202,ENSMUSG00000034427,Myo15b
ENSMUST00000221298.1,A930027P06Rik-201,ENSMUSG00000113688,A930027P06Rik
ENSMUST00000094480.10,Rin2-201,ENSMUSG00000001768,Rin2
ENSMUST00000075221.2,Osm-201,ENSMUSG00000058755,Osm
ENSMUST00000045097.10,Gbp7-201,ENSMUSG00000040253,Gbp7
ENSMUST00000000010.8,Hoxb9-201,ENSMUSG00000020875,Hoxb9
ENSMUST00000235357.1,Gm50114-201,ENSMUSG00000117692,
ENSMUST00000122348.2,Cdkn1a-203,ENSMUSG00000023067,Cdkn1a
ENSMUST00000205360.1,Tmem86b-202,ENSMUSG00000045282,Tmem86b
ENSMUST00000054599.7,Sprr1a-201,ENSMUSG00000050359,Sprr1a
ENSMUST00000125582.1,Gm13052-201,ENSMUSG00000085816,Gm13052
ENSMUST00000203144.1,Gm35037-201,ENSMUSG00000107985,Gm35037
ENSMUST00000170556.7,Pycr1-206,ENSMUSG00000025140,Pycr1
ENSMUST00000157748.3,Mir1956-201,ENSMUSG00000088373,Mir1956
ENSMUST00000204678.1,Gm6559-201,ENSMUSG00000107660,Gm6559
ENSMUST00000111963.7,Etv6-202,ENSMUSG00000030199,Etv6
ENSMUST00000210693.1,Gm45418-202,ENSMUSG00000109729,Gm45418
ENSMUST00000049038.3,Sox30-201,ENSMUSG00000040489,Sox30
ENSMUST00000198535.1,Gm43437-201,ENSMUSG00000104965,Gm43437
ENSMUST00000203055.1,Gm44021-201,ENSMUSG00000108035,Gm44021
ENSMUST00000050434.5,Nyx-201,ENSMUSG00000051228,Nyx
ENSMUST00000035751.11,L3mbtl1-201,ENSMUSG00000035576,L3mbtl1
ENSMUST00000181503.1,Gm26608-202,ENSMUSG00000097673,Gm26608
ENSMUST00000118771.7,Wdr61-202,ENSMUSG00000061559,Wdr61
ENSMUST00000053308.9,0,0,0
ENSMUST00000030124.3,Tal2-201,ENSMUSG00000028417,Tal2
ENSMUST00000070070.7,Dnaja4-201,ENSMUSG00000032285,Dnaja4
ENSMUST00000071008.5,Gm5420-201,ENSMUSG00000056716,Gm5420
ENSMUST00000027629.9,Tfcp2l1-201,ENSMUSG00000026380,Tfcp2l1
ENSMUST00000034792.6,Ankk1-201,ENSMUSG00000032257,Ankk1
ENSMUST00000212943.3,Olfr18-203,ENSMUSG00000066896,Olfr18
ENSMUST00000193199.1,Gm37033-201,ENSMUSG00000104388,Gm37033
ENSMUST00000003274.7,Ebi3-201,ENSMUSG00000003206,Ebi3
ENSMUST00000043056.8,Baat-201,ENSMUSG00000039653,Baat
ENSMUST00000165824.2,2810459M11Rik-202,ENSMUSG00000026227,2810459M11Rik
ENSMUST00000097827.3,Gm16287-201,ENSMUSG00000073739,Gm16287
ENSMUST00000064856.8,Cpn2-201,ENSMUSG00000023176,Cpn2
ENSMUST00000181655.1,A230028O05Rik-201,ENSMUSG00000096960,A230028O05Rik
ENSMUST00000189788.1,Ldhal6b-201,ENSMUSG00000101959,Ldhal6b
ENSMUST00000137259.1,Gm15918-201,ENSMUSG00000087652,Gm15918
ENSMUST00000193314.1,Gm37078-201,ENSMUSG00000102652,Gm37078
ENSMUST00000233296.1,Cdkn1a-205,ENSMUSG00000023067,Cdkn1a
ENSMUST00000003554.10,Casq1-201,ENSMUSG00000007122,Casq1
ENSMUST00000040860.2,Psma8-201,ENSMUSG00000036743,Psma8
ENSMUST00000075764.7,Drd2-201,ENSMUSG00000032259,Drd2
ENSMUST00000111785.8,Itprid2-202,ENSMUSG00000027007,Ssfa2
ENSMUST00000161006.1,1700023H06Rik-201,ENSMUSG00000089827,1700023H06Rik
ENSMUST00000217740.1,D830039M14Rik-202,ENSMUSG00000043126,D830039M14Rik
ENSMUST00000000984.8,Slc7a7-201,ENSMUSG00000000958,Slc7a7
ENSMUST00000165526.8,Fgf9-203,ENSMUSG00000021974,Fgf9
ENSMUST00000114366.2,Aox2-201,ENSMUSG00000079554,Aox2
ENSMUST00000204816.1,Gm44037-201,ENSMUSG00000107726,Gm44037
ENSMUST00000207355.1,Gm45838-201,ENSMUSG00000108825,Gm45838
ENSMUST00000004774.3,Aqp1-201,ENSMUSG00000004655,Aqp1
ENSMUST00000197875.1,Gm42863-201,ENSMUSG00000105270,Gm42863
ENSMUST00000093342.5,4933402J07Rik-201,ENSMUSG00000069971,4933402J07Rik
ENSMUST00000215937.1,1190001M18Rik-201,ENSMUSG00000111857,1190001M18Rik
ENSMUST00000234677.1,Gm30091-201,ENSMUSG00000117637,
ENSMUST00000141809.7,Snhg17-203,ENSMUSG00000085385,Snhg17
ENSMUST00000109456.8,Lpin3-203,ENSMUSG00000027412,Lpin3
ENSMUST00000233185.1,Gm41556-203,ENSMUSG00000117007,
ENSMUST00000056712.3,Pcdhb4-201,ENSMUSG00000045689,Pcdhb4
ENSMUST00000187649.1,Gm28721-201,ENSMUSG00000101951,Gm28721
ENSMUST00000169670.7,Rsph4a-201,ENSMUSG00000039552,Rsph4a
ENSMUST00000107348.1,Alpk3-201,ENSMUSG00000038763,Alpk3
ENSMUST00000057831.7,Cilp2-201,ENSMUSG00000044006,Cilp2
ENSMUST00000224651.1,H2bc14-201,ENSMUSG00000114279,Hist1h2bm
ENSMUST00000086617.10,Myo18b-201,ENSMUSG00000072720,Myo18b
ENSMUST00000053120.4,Gpr146-202,ENSMUSG00000044197,Gpr146
ENSMUST00000195830.1,Gm37497-201,ENSMUSG00000103904,Gm37497
ENSMUST00000075192.12,Nfe2-201,ENSMUSG00000058794,Nfe2
ENSMUST00000044500.5,Gm4117-201,ENSMUSG00000089940,Gm4117
ENSMUST00000163571.7,Pick1-203,ENSMUSG00000068206,Pick1
ENSMUST00000069573.5,1700034H15Rik-201,ENSMUSG00000055833,1700034H15Rik
ENSMUST00000138077.1,Gm13110-201,ENSMUSG00000086810,Gm13110
ENSMUST00000123840.1,2900072N19Rik-201,ENSMUSG00000087018,2900072N19Rik
ENSMUST00000199558.1,0,0,0
ENSMUST00000195774.1,Gm38220-201,ENSMUSG00000103558,Gm38220
ENSMUST00000003961.15,Ppfia3-201,ENSMUSG00000003863,Ppfia3
ENSMUST00000063669.7,Dhx32-202,ENSMUSG00000030986,Dhx32
ENSMUST00000064788.13,A630001G21Rik-201,ENSMUSG00000052760,A630001G21Rik
ENSMUST00000078050.6,Rnf114-201,ENSMUSG00000006418,Rnf114
ENSMUST00000147449.1,Gm15541-201,ENSMUSG00000087371,Gm15541
ENSMUST00000140495.1,Gm13010-201,ENSMUSG00000086845,Gm13010
ENSMUST00000066582.11,Srcap-201,ENSMUSG00000053877,Srcap
ENSMUST00000190194.1,Gm28867-201,ENSMUSG00000099936,Gm28867
ENSMUST00000208030.1,Zfp78-205,ENSMUSG00000055150,Zfp78
ENSMUST00000061828.9,Kcng4-201,ENSMUSG00000045246,Kcng4
ENSMUST00000121963.2,Col6a4-201,ENSMUSG00000032572,Col6a4
ENSMUST00000122675.1,0,0,0
ENSMUST00000235982.1,Gm50341-201,ENSMUSG00000117979,
ENSMUST00000235621.1,Gm50383-201,ENSMUSG00000117912,
ENSMUST00000101411.5,Gm29609-201,ENSMUSG00000101678,Gm29609
ENSMUST00000056740.5,Gldn-201,ENSMUSG00000046167,Gldn
ENSMUST00000005255.8,Ccn4-201,ENSMUSG00000005124,Wisp1
ENSMUST00000186821.1,A930006L05Rik-201,ENSMUSG00000102097,A930006L05Rik
ENSMUST00000196214.1,Gm21663-201,ENSMUSG00000104824,Gm21663
ENSMUST00000167459.2,Mbnl2-202,ENSMUSG00000022139,Mbnl2
ENSMUST00000111322.1,Harbi1-202,ENSMUSG00000027243,Harbi1
ENSMUST00000078271.3,Pcdhb5-201,ENSMUSG00000063687,Pcdhb5
ENSMUST00000058266.8,Ttll13-201,ENSMUSG00000045467,Ttll13
ENSMUST00000062674.6,Rps15-201,ENSMUSG00000063457,Rps15
ENSMUST00000205338.1,AI987944-202,ENSMUSG00000056383,AI987944
ENSMUST00000061831.10,Mab21l3-201,ENSMUSG00000044313,Mab21l3
ENSMUST00000166121.3,Phf11b-201,ENSMUSG00000091649,Phf11b
ENSMUST00000227271.1,Klhl33-204,ENSMUSG00000090799,Klhl33
ENSMUST00000055725.11,Spink10-201,ENSMUSG00000044176,Spink10
ENSMUST00000013995.12,Abca4-201,ENSMUSG00000028125,Abca4
ENSMUST00000181726.1,A930007I19Rik-203,ENSMUSG00000097855,A930007I19Rik
ENSMUST00000016951.7,Serpinb1b-201,ENSMUSG00000051029,Serpinb1b
ENSMUST00000218971.1,Gm36041-201,ENSMUSG00000112774,Gm36041
ENSMUST00000184881.1,0,0,0
ENSMUST00000018993.6,Wwc1-201,ENSMUSG00000018849,Wwc1
ENSMUST00000098789.4,Zc3h4-201,ENSMUSG00000059273,Zc3h4
ENSMUST00000195317.1,Gm37914-201,ENSMUSG00000103272,Gm37914
ENSMUST00000221728.1,Gm32699-201,ENSMUSG00000113528,Gm32699
ENSMUST00000170994.2,Trappc12-203,ENSMUSG00000020628,Trappc12
ENSMUST00000020948.14,Abca8b-201,ENSMUSG00000020620,Abca8b
ENSMUST00000094681.10,Wipf1-201,ENSMUSG00000075284,Wipf1
ENSMUST00000026879.7,Gdap1-201,ENSMUSG00000025777,Gdap1
ENSMUST00000190941.1,Plet1os-202,ENSMUSG00000101304,Plet1os
ENSMUST00000164809.8,Tssk4-202,ENSMUSG00000007591,Tssk4
ENSMUST00000061725.7,Prss32-201,ENSMUSG00000048992,Prss32
ENSMUST00000231971.1,Gm19522-201,ENSMUSG00000116903,
ENSMUST00000193907.5,Cnih4-205,ENSMUSG00000062169,Cnih4
ENSMUST00000197197.1,0,0,0
ENSMUST00000195314.1,4930532G15Rik-202,ENSMUSG00000097261,4930532G15Rik
ENSMUST00000146644.1,Gm14827-201,ENSMUSG00000084904,Gm14827
ENSMUST00000205467.2,Olfr171-202,ENSMUSG00000060480,Olfr171
ENSMUST00000225817.1,Gm5464-202,ENSMUSG00000075553,Gm5464
ENSMUST00000063524.2,5031410I06Rik-201,ENSMUSG00000051940,5031410I06Rik
ENSMUST00000133298.7,Dlgap2-203,ENSMUSG00000047495,Dlgap2
ENSMUST00000226550.1,Gm49092-201,ENSMUSG00000115842,AC154766.1
ENSMUST00000091309.11,Cp-202,ENSMUSG00000003617,Cp
ENSMUST00000112132.7,Pzp-201,ENSMUSG00000030359,Pzp
ENSMUST00000074752.3,H2ac15-201,ENSMUSG00000063021,Hist1h2ak
ENSMUST00000039500.3,Tmc1-201,ENSMUSG00000024749,Tmc1
ENSMUST00000038475.8,Fa2h-201,ENSMUSG00000033579,Fa2h
ENSMUST00000218594.1,Gm47257-201,ENSMUSG00000112347,Gm47257
ENSMUST00000162112.7,Greb1-212,ENSMUSG00000036523,Greb1
ENSMUST00000119130.1,Gng5-203,ENSMUSG00000068523,Gng5
ENSMUST00000020102.13,Slc17a8-201,ENSMUSG00000019935,Slc17a8
ENSMUST00000177302.7,Zeb2-214,ENSMUSG00000026872,Zeb2
ENSMUST00000112740.1,Gm15091-201,ENSMUSG00000095082,Gm15091
ENSMUST00000027929.9,Mark1-201,ENSMUSG00000026620,Mark1
ENSMUST00000078847.12,Tom1-201,ENSMUSG00000042870,Tom1
ENSMUST00000146751.1,Gm14963-201,ENSMUSG00000085196,Gm14963
ENSMUST00000017881.2,Mmp9-201,ENSMUSG00000017737,Mmp9
ENSMUST00000120340.1,9430038I01Rik-203,ENSMUSG00000040139,9430038I01Rik
ENSMUST00000004473.14,Spic-201,ENSMUSG00000004359,Spic
ENSMUST00000199788.1,Gm43756-201,ENSMUSG00000104793,Gm43756
ENSMUST00000215655.1,2310003N18Rik-201,ENSMUSG00000110916,2310003N18Rik
ENSMUST00000090558.9,Celsr2-201,ENSMUSG00000068740,Celsr2
ENSMUST00000191829.1,Dchs2-201,ENSMUSG00000102692,Dchs2
ENSMUST00000047660.4,Pglyrp3-201,ENSMUSG00000042244,Pglyrp3
ENSMUST00000178723.1,0,0,0
ENSMUST00000215312.2,Olfr1328-202,ENSMUSG00000111259,Olfr1328
ENSMUST00000180558.8,F630040K05Rik-202,ENSMUSG00000097727,F630040K05Rik
ENSMUST00000149609.1,Gm13830-204,ENSMUSG00000086368,Gm13830
ENSMUST00000238050.1,Gm50149-201,ENSMUSG00000118386,
ENSMUST00000015712.14,Lpl-201,ENSMUSG00000015568,Lpl
ENSMUST00000153363.2,Gm16286-207,ENSMUSG00000024571,Gm16286
ENSMUST00000016172.9,Celsr1-201,ENSMUSG00000016028,Celsr1
ENSMUST00000162461.6,Rad52-212,ENSMUSG00000030166,Rad52
ENSMUST00000175021.2,0,0,0
ENSMUST00000212042.1,Nutf2-202,ENSMUSG00000008450,Nutf2
ENSMUST00000014981.7,4931428F04Rik-201,ENSMUSG00000014837,4931428F04Rik
ENSMUST00000080210.9,Slc1a2-202,ENSMUSG00000005089,Slc1a2
ENSMUST00000204570.1,1810059H22Rik-205,ENSMUSG00000108207,1810059H22Rik
ENSMUST00000116286.8,Stk40-202,ENSMUSG00000042608,Stk40
ENSMUST00000142968.1,Hk1os-202,ENSMUSG00000085347,Hk1os
ENSMUST00000154810.1,G530011O06Rik-201,ENSMUSG00000072844,G530011O06Rik
ENSMUST00000127757.7,Gm11033-201,ENSMUSG00000079011,Gm11033
ENSMUST00000232262.1,Itgb5-207,ENSMUSG00000022817,Itgb5
ENSMUST00000036370.7,Tagap-201,ENSMUSG00000033450,Tagap
ENSMUST00000210598.1,Folr2-203,ENSMUSG00000032725,Folr2
ENSMUST00000228843.1,Gm10876-201,ENSMUSG00000115778,AC159002.2
ENSMUST00000094946.4,Gm10471-201,ENSMUSG00000073116,Gm10471
ENSMUST00000113072.2,Plin5-202,ENSMUSG00000011305,Plin5
ENSMUST00000191839.1,Gm32391-201,ENSMUSG00000104011,Gm32391
ENSMUST00000000421.5,Tssk3-201,ENSMUSG00000000411,Tssk3
ENSMUST00000107029.7,Patj-204,ENSMUSG00000061859,Patj
ENSMUST00000021530.7,Hif1a-201,ENSMUSG00000021109,Hif1a
ENSMUST00000196520.1,Gbp6-201,ENSMUSG00000104713,Gbp6
ENSMUST00000217012.1,Gm34654-201,ENSMUSG00000111253,Gm34654
ENSMUST00000066791.6,Tmem179-201,ENSMUSG00000054013,Tmem179
ENSMUST00000038080.6,Fer-202,ENSMUSG00000000127,Fer
ENSMUST00000099690.3,Accsl-201,ENSMUSG00000075023,Accsl
ENSMUST00000146468.3,Lgals3-203,ENSMUSG00000050335,Lgals3
ENSMUST00000019133.10,Camk2b-202,ENSMUSG00000057897,Camk2b
ENSMUST00000056866.7,Pnpla1-201,ENSMUSG00000043286,Pnpla1
ENSMUST00000187091.6,1700066B17Rik-202,ENSMUSG00000101634,1700066B17Rik
ENSMUST00000168990.1,Gm17034-201,ENSMUSG00000090293,Gm17034
ENSMUST00000205458.1,Gm44552-201,ENSMUSG00000108319,Gm44552
ENSMUST00000109974.1,Calr3-202,ENSMUSG00000019732,Calr3
ENSMUST00000205132.1,Gm43891-201,ENSMUSG00000108119,Gm43891
ENSMUST00000235289.1,A930001C03Rik-205,ENSMUSG00000087132,A930001C03Rik
ENSMUST00000105328.9,Matk-201,ENSMUSG00000004933,Matk
ENSMUST00000143247.1,1700023C21Rik-201,ENSMUSG00000087393,1700023C21Rik
ENSMUST00000086690.5,Serpinb7-201,ENSMUSG00000067001,Serpinb7
ENSMUST00000070124.4,H2ac13-201,ENSMUSG00000071516,Hist1h2ai
ENSMUST00000202482.1,Gm43598-201,ENSMUSG00000106927,Gm43598
ENSMUST00000026445.2,Fscn2-201,ENSMUSG00000025380,Fscn2
ENSMUST00000111908.2,Mmrn2-201,ENSMUSG00000041445,Mmrn2
